Index,Case,Prompt,Success,Failure Type,Latency (s),Num Variables,Num Constraints,Prompt Length,Complexity Score,Reverse Prompt,Fidelity,Raw JSON
49,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person1', 'Person0'], ['Person2', 'Person3']] together.",True,,8.79,8.0,8.0,123,17.23,"This optimization problem involves assigning four people (Person0, Person1, Person2, and Person3) to two available seats (Seat0 and Seat1). The goal is to find a seating arrangement that satisfies the following conditions:

1. Each person must be assigned to exactly one seat. In other words, Person0 must occupy either Seat0 or Seat1 (but not both), Person1 must occupy either Seat0 or Seat1, and similarly for Person2 and Person3.

2. No seat can be assigned to more than one person. Specifically:
   - Seat0 can be assigned to at most one person among Person0 and Person1.
   - Seat1 can be assigned to at most one person among Person0 and Person1.
   - Seat0 can be assigned to at most one person among Person2 and Person3.
   - Seat1 can be assigned to at most one person among Person2 and Person3.

The objective is to minimize the penalty associated with violating these constraints. Since the objective function is zero, the problem focuses solely on finding a feasible seating arrangement that meets all the above constraints without conflicts.",0.030612244897959183,"{""variables"": [""x_Person0_Seat0"", ""x_Person0_Seat1"", ""x_Person1_Seat0"", ""x_Person1_Seat1"", ""x_Person2_Seat0"", ""x_Person2_Seat1"", ""x_Person3_Seat0"", ""x_Person3_Seat1""], ""constraints"": [{""type"": ""equality"", ""expression"": ""x_Person0_Seat0 + x_Person0_Seat1 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person1_Seat0 + x_Person1_Seat1 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person2_Seat0 + x_Person2_Seat1 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person3_Seat0 + x_Person3_Seat1 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person0_Seat0 + x_Person1_Seat0 <= 1"", ""penalty"": 15}, {""type"": ""equality"", ""expression"": ""x_Person0_Seat1 + x_Person1_Seat1 <= 1"", ""penalty"": 15}, {""type"": ""equality"", ""expression"": ""x_Person2_Seat0 + x_Person3_Seat0 <= 1"", ""penalty"": 15}, {""type"": ""equality"", ""expression"": ""x_Person2_Seat1 + x_Person3_Seat1 <= 1"", ""penalty"": 15}], ""objective"": ""minimize: 0""}"
50,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person4', 'Person3'], ['Person0', 'Person3']] together.",True,,2.31,1.0,2.0,123,4.23,"This optimization problem involves assigning five individuals, labeled 0 through 4, to a set of seats. The goal is to find an assignment that satisfies the following conditions:

1. Each individual must be assigned to exactly one seat.
2. Each seat must be occupied by exactly one individual.

These conditions are enforced as equality constraints with a penalty factor to ensure they are strictly met.

The objective is to minimize the sum of specific pairwise seat assignments involving individuals 3 and 4, and individuals 0 and 3. Specifically, for every seat, the product of the assignment variables for individuals 4 and 3 to that seat, as well as for individuals 0 and 3 to that seat, is included in the objective. Minimizing this objective encourages arrangements where individuals 3 and 4, and individuals 0 and 3, are not assigned to the same seat.

In summary, the problem seeks a one-to-one seating arrangement of five individuals to seats that avoids placing certain pairs together, thereby minimizing the specified pairwise overlaps.",0.03247863247863248,"{""variables"": [""x_ij for i in [0,1,2,3,4] and j in seats""], ""constraints"": [{""type"": ""equality"", ""expression"": ""sum_j x_ij = 1 for each i"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""sum_i x_ij = 1 for each j"", ""penalty"": 10}], ""objective"": ""minimize: x_4s * x_3s + x_0s * x_3s for all seats s""}"
51,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person0', 'Person1'], ['Person2', 'Person0']] together.",True,,5.05,6.0,7.0,123,14.23,"This optimization problem involves assigning three people (Person0, Person1, and Person2) to two available seats (Seat0 and Seat1). The goal is to find a seating arrangement that satisfies the following conditions:

1. Each person must be assigned to exactly one seat.  
   - Person0 must occupy either Seat0 or Seat1, but not both.  
   - Person1 must occupy either Seat0 or Seat1, but not both.  
   - Person2 must occupy either Seat0 or Seat1, but not both.

2. No seat can be occupied by more than one person at the same time. Specifically:  
   - Seat0 cannot be assigned to both Person0 and Person1 simultaneously.  
   - Seat1 cannot be assigned to both Person0 and Person1 simultaneously.  
   - Seat0 cannot be assigned to both Person2 and Person0 simultaneously.  
   - Seat1 cannot be assigned to both Person2 and Person0 simultaneously.

The objective is to minimize any violations of these constraints, but since the objective function is zero, the primary focus is on satisfying all the constraints without conflict. In other words, the problem seeks a valid seating assignment where each person has exactly one seat and no seat is shared by more than one person.",0.03230769230769231,"{""variables"": [""x_Person0_Seat0"", ""x_Person0_Seat1"", ""x_Person1_Seat0"", ""x_Person1_Seat1"", ""x_Person2_Seat0"", ""x_Person2_Seat1""], ""constraints"": [{""type"": ""equality"", ""expression"": ""x_Person0_Seat0 + x_Person0_Seat1 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person1_Seat0 + x_Person1_Seat1 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person2_Seat0 + x_Person2_Seat1 = 1"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""x_Person0_Seat0 + x_Person1_Seat0 <= 1"", ""penalty"": 5}, {""type"": ""inequality"", ""expression"": ""x_Person0_Seat1 + x_Person1_Seat1 <= 1"", ""penalty"": 5}, {""type"": ""inequality"", ""expression"": ""x_Person2_Seat0 + x_Person0_Seat0 <= 1"", ""penalty"": 5}, {""type"": ""inequality"", ""expression"": ""x_Person2_Seat1 + x_Person0_Seat1 <= 1"", ""penalty"": 5}], ""objective"": ""minimize: 0""}"
52,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person0', 'Person1'], ['Person4', 'Person2']] together.",True,,6.05,8.0,8.0,123,17.23,"This optimization problem involves assigning four people—Person0, Person1, Person2, and Person4—to two available seats, labeled Seat0 and Seat1. The goal is to find a seating arrangement that satisfies the following conditions:

1. Each person must be assigned to exactly one seat. In other words, for each person, either Seat0 or Seat1 is chosen, but not both.

2. No seat can be occupied by more than one person. Specifically:
   - Seat0 can have at most one occupant among Person0 and Person1.
   - Seat1 can have at most one occupant among Person0 and Person1.
   - Seat0 can have at most one occupant among Person4 and Person2.
   - Seat1 can have at most one occupant among Person4 and Person2.

The objective is to minimize constraint violations, with penalties applied if any of these conditions are not met. Since the objective function is zero, the problem focuses solely on finding a feasible seating assignment that respects all the constraints described above.",0.040145985401459854,"{""variables"": [""x_Person0_Seat0"", ""x_Person0_Seat1"", ""x_Person1_Seat0"", ""x_Person1_Seat1"", ""x_Person2_Seat0"", ""x_Person2_Seat1"", ""x_Person4_Seat0"", ""x_Person4_Seat1""], ""constraints"": [{""type"": ""equality"", ""expression"": ""x_Person0_Seat0 + x_Person0_Seat1 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person1_Seat0 + x_Person1_Seat1 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person2_Seat0 + x_Person2_Seat1 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person4_Seat0 + x_Person4_Seat1 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person0_Seat0 + x_Person1_Seat0 <= 1"", ""penalty"": 15}, {""type"": ""equality"", ""expression"": ""x_Person0_Seat1 + x_Person1_Seat1 <= 1"", ""penalty"": 15}, {""type"": ""equality"", ""expression"": ""x_Person4_Seat0 + x_Person2_Seat0 <= 1"", ""penalty"": 15}, {""type"": ""equality"", ""expression"": ""x_Person4_Seat1 + x_Person2_Seat1 <= 1"", ""penalty"": 15}], ""objective"": ""minimize: 0""}"
53,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person0', 'Person1'], ['Person2', 'Person1']] together.",True,,5.09,6.0,7.0,123,14.23,"This optimization problem involves assigning three people (Person0, Person1, and Person2) to one of two shifts (S1 or S2). The goal is to find an assignment that satisfies the following conditions:

1. Each person must be assigned to exactly one shift. That is, Person0 must work either shift S1 or S2 (but not both), Person1 must work either shift S1 or S2, and Person2 must work either shift S1 or S2.

2. Certain pairs of people cannot work the same shift simultaneously:
   - Person0 and Person1 cannot both be assigned to shift S1.
   - Person0 and Person1 cannot both be assigned to shift S2.
   - Person2 and Person1 cannot both be assigned to shift S1.
   - Person2 and Person1 cannot both be assigned to shift S2.

The objective is to minimize any violations of these constraints, but since the objective function is zero, the problem essentially seeks a feasible assignment that respects all these rules without any penalty.",0.030274361400189215,"{""variables"": [""x_Person0_S1"", ""x_Person0_S2"", ""x_Person1_S1"", ""x_Person1_S2"", ""x_Person2_S1"", ""x_Person2_S2""], ""constraints"": [{""type"": ""equality"", ""expression"": ""x_Person0_S1 + x_Person0_S2 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person1_S1 + x_Person1_S2 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person2_S1 + x_Person2_S2 = 1"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""x_Person0_S1 + x_Person1_S1 <= 1"", ""penalty"": 20}, {""type"": ""inequality"", ""expression"": ""x_Person0_S2 + x_Person1_S2 <= 1"", ""penalty"": 20}, {""type"": ""inequality"", ""expression"": ""x_Person2_S1 + x_Person1_S1 <= 1"", ""penalty"": 20}, {""type"": ""inequality"", ""expression"": ""x_Person2_S2 + x_Person1_S2 <= 1"", ""penalty"": 20}], ""objective"": ""minimize: 0""}"
54,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person4', 'Person0'], ['Person2', 'Person0']] together.",True,,9.46,20.0,9.0,123,30.23,"This optimization problem involves assigning 5 people (Person0 through Person4) to 4 available seats (Seat0 through Seat3). Each person can be assigned to exactly one seat, and no seat can be assigned to more than one person.

The constraints are as follows:
- Each person must occupy exactly one seat.
- Each seat can be occupied by at most one person.

The objective is to minimize the total overlap of seat assignments between Person0 and Person4, as well as between Person0 and Person2. In other words, the goal is to assign seats so that Person0 does not share the same seat with Person4 or Person2, minimizing the number of times Person0 and these two others end up in the same seat.

Overall, the problem seeks a seating arrangement for all five people that respects the one-person-per-seat rule while minimizing seat sharing between Person0 and the two specified individuals.",0.05964214711729622,"{""variables"": [""x_Person0_Seat0"", ""x_Person0_Seat1"", ""x_Person0_Seat2"", ""x_Person0_Seat3"", ""x_Person1_Seat0"", ""x_Person1_Seat1"", ""x_Person1_Seat2"", ""x_Person1_Seat3"", ""x_Person2_Seat0"", ""x_Person2_Seat1"", ""x_Person2_Seat2"", ""x_Person2_Seat3"", ""x_Person3_Seat0"", ""x_Person3_Seat1"", ""x_Person3_Seat2"", ""x_Person3_Seat3"", ""x_Person4_Seat0"", ""x_Person4_Seat1"", ""x_Person4_Seat2"", ""x_Person4_Seat3""], ""constraints"": [{""type"": ""equality"", ""expression"": ""sum_{s} x_Person0_s = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""sum_{s} x_Person1_s = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""sum_{s} x_Person2_s = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""sum_{s} x_Person3_s = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""sum_{s} x_Person4_s = 1"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""sum_{p} x_p_Seat0 <= 1"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""sum_{p} x_p_Seat1 <= 1"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""sum_{p} x_p_Seat2 <= 1"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""sum_{p} x_p_Seat3 <= 1"", ""penalty"": 10}], ""objective"": ""minimize: sum_{s} (x_Person4_s * x_Person0_s) + sum_{s} (x_Person2_s * x_Person0_s)""}"
55,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person4', 'Person3'], ['Person3', 'Person0']] together.",False,LLM Fail,8.69,,,123,1.23,,,null
56,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person1', 'Person2'], ['Person1', 'Person2']] together.",True,,4.21,4.0,4.0,123,9.23,"This optimization problem involves assigning two people to two seats with the following conditions:

- Each person must be assigned to exactly one seat. That is, Person 1 must occupy either Seat 1 or Seat 2 (but not both), and Person 2 must also occupy either Seat 1 or Seat 2 (but not both).

- No seat can be occupied by more than one person. In other words, Seat 1 can have at most one occupant (either Person 1 or Person 2), and Seat 2 can have at most one occupant as well.

The goal is to find an assignment of people to seats that satisfies these constraints. There is no additional objective to optimize beyond meeting these seating requirements.",0.02574002574002574,"{""variables"": [""x_Person1_Seat1"", ""x_Person1_Seat2"", ""x_Person2_Seat1"", ""x_Person2_Seat2""], ""constraints"": [{""type"": ""equality"", ""expression"": ""x_Person1_Seat1 + x_Person1_Seat2 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person2_Seat1 + x_Person2_Seat2 = 1"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""x_Person1_Seat1 + x_Person2_Seat1 <= 1"", ""penalty"": 20}, {""type"": ""inequality"", ""expression"": ""x_Person1_Seat2 + x_Person2_Seat2 <= 1"", ""penalty"": 20}], ""objective"": ""minimize: 0""}"
57,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person3', 'Person1'], ['Person0', 'Person2']] together.",False,LLM Fail,7.78,,,123,1.23,,,null
58,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person2', 'Person3'], ['Person3', 'Person1']] together.",True,,7.98,6.0,5.0,123,12.23,"This optimization problem involves assigning three people—Person 1, Person 2, and Person 3—to two available seats, Seat 1 and Seat 2. The goal is to find a seating arrangement that satisfies certain constraints, with no additional objective to minimize or maximize beyond meeting these constraints.

The decision variables indicate whether a particular person is assigned to a specific seat. For example, the variable representing Person 1 in Seat 1 can be either 0 (not assigned) or 1 (assigned).

The constraints are as follows:

1. Each person must be assigned to exactly one seat. This means:
   - Person 1 must occupy either Seat 1 or Seat 2, but not both.
   - Person 2 must occupy either Seat 1 or Seat 2, but not both.
   - Person 3 must occupy either Seat 1 or Seat 2, but not both.

2. Person 2 and Person 3 cannot be seated together in the same seat. In other words, they must not share Seat 1 or Seat 2.

3. Person 3 and Person 1 also cannot be seated together in the same seat. That is, they must not share Seat 1 or Seat 2.

Since there are only two seats and three people, and given these constraints, the problem seeks a seating assignment where each person occupies exactly one seat, and no prohibited pairs share a seat.

The objective function is to minimize zero, meaning the primary focus is on satisfying the constraints rather than optimizing any particular cost or benefit.",0.06578947368421052,"{""variables"": [""x_Person1_seat1"", ""x_Person1_seat2"", ""x_Person2_seat1"", ""x_Person2_seat2"", ""x_Person3_seat1"", ""x_Person3_seat2""], ""constraints"": [{""type"": ""equality"", ""expression"": ""x_Person1_seat1 + x_Person1_seat2 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person2_seat1 + x_Person2_seat2 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person3_seat1 + x_Person3_seat2 = 1"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""x_Person2_seat1 * x_Person3_seat1 + x_Person2_seat2 * x_Person3_seat2 = 0"", ""penalty"": 20}, {""type"": ""inequality"", ""expression"": ""x_Person3_seat1 * x_Person1_seat1 + x_Person3_seat2 * x_Person1_seat2 = 0"", ""penalty"": 20}], ""objective"": ""minimize: 0""}"
59,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person0', 'Person4'], ['Person1', 'Person0']] together.",True,,7.16,10.0,7.0,123,18.23,"This optimization problem involves selecting values for a set of binary variables arranged in pairs for five different items or positions. Specifically, there are 10 binary variables grouped as five pairs: (x_0_0, x_0_1), (x_1_0, x_1_1), (x_2_0, x_2_1), (x_3_0, x_3_1), and (x_4_0, x_4_1).

The constraints are as follows:

1. For each pair of variables corresponding to the same item (for example, x_0_0 and x_0_1), exactly one variable must be set to 1, and the other must be 0. This means for each item, you must choose exactly one option out of the two available.

2. The sum of all variables with the suffix ""_0"" across all five items must be exactly 5. Since there are five such variables (x_0_0 through x_4_0), this constraint requires that all of these variables be set to 1.

3. Similarly, the sum of all variables with the suffix ""_1"" across all five items must also be exactly 5. Since there are five such variables (x_0_1 through x_4_1), this constraint requires that all of these variables be set to 1.

However, these last two constraints together imply that all variables x_i_0 and x_i_1 are set to 1 simultaneously, which conflicts with the first set of constraints that require exactly one variable in each pair to be 1. This suggests the problem as stated is infeasible unless interpreted differently.

The objective is to minimize the sum of the products of certain pairs of variables:

- The product of x_0_0 and x_4_0,
- The product of x_0_1 and x_4_1,
- The product of x_1_0 and x_0_0,
- The product of x_1_1 and x_0_1.

In summary, the problem is to assign binary values to these variables, choosing exactly one option per item, while satisfying the sum constraints on the variables ending with ""_0"" and ""_1"", and minimizing the specified quadratic objective function involving pairs of variables from the first and last items and between the first and second items.",0.018886679920477135,"{""variables"": [""x_0_0"", ""x_0_1"", ""x_1_0"", ""x_1_1"", ""x_2_0"", ""x_2_1"", ""x_3_0"", ""x_3_1"", ""x_4_0"", ""x_4_1""], ""constraints"": [{""type"": ""equality"", ""expression"": ""x_0_0 + x_0_1 = 1""}, {""type"": ""equality"", ""expression"": ""x_1_0 + x_1_1 = 1""}, {""type"": ""equality"", ""expression"": ""x_2_0 + x_2_1 = 1""}, {""type"": ""equality"", ""expression"": ""x_3_0 + x_3_1 = 1""}, {""type"": ""equality"", ""expression"": ""x_4_0 + x_4_1 = 1""}, {""type"": ""equality"", ""expression"": ""x_0_0 + x_1_0 + x_2_0 + x_3_0 + x_4_0 = 5""}, {""type"": ""equality"", ""expression"": ""x_0_1 + x_1_1 + x_2_1 + x_3_1 + x_4_1 = 5""}], ""objective"": ""minimize: x_0_0 * x_4_0 + x_0_1 * x_4_1 + x_1_0 * x_0_0 + x_1_1 * x_0_1""}"
60,Seating,"Assign seats to individuals to minimize conflicts. Avoid seating [['Person1', 'Person0'], ['Person3', 'Person0']] together.",True,,8.32,9.0,9.0,123,19.23,"This optimization problem involves assigning three people—Person0, Person1, and Person3—to three available seats labeled Seat0, Seat1, and Seat2. The goal is to find a seating arrangement that satisfies the following conditions:

1. Each person must be assigned to exactly one seat. In other words, Person0 must occupy one and only one of Seat0, Seat1, or Seat2; the same applies to Person1 and Person3.

2. No seat can be occupied by more than one person. This means that for each seat, at most one of the three people can be assigned to it.

The objective function is trivial (it aims to minimize zero), so the problem focuses solely on finding a feasible assignment that meets all the constraints without any preference or cost optimization.",0.0392156862745098,"{""variables"": [""x_Person0_Seat0"", ""x_Person0_Seat1"", ""x_Person0_Seat2"", ""x_Person1_Seat0"", ""x_Person1_Seat1"", ""x_Person1_Seat2"", ""x_Person3_Seat0"", ""x_Person3_Seat1"", ""x_Person3_Seat2""], ""constraints"": [{""type"": ""equality"", ""expression"": ""x_Person0_Seat0 + x_Person0_Seat1 + x_Person0_Seat2 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person1_Seat0 + x_Person1_Seat1 + x_Person1_Seat2 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person3_Seat0 + x_Person3_Seat1 + x_Person3_Seat2 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person0_Seat0 + x_Person1_Seat0 <= 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person0_Seat1 + x_Person1_Seat1 <= 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person0_Seat2 + x_Person1_Seat2 <= 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person0_Seat0 + x_Person3_Seat0 <= 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person0_Seat1 + x_Person3_Seat1 <= 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Person0_Seat2 + x_Person3_Seat2 <= 1"", ""penalty"": 10}], ""objective"": ""minimize: 0""}"
61,Graph Coloring,"Color the nodes of the graph so that no adjacent nodes share the same color. Graph: [('Node0', 'Node1'), ('Node0', 'Node3'), ('Node0', 'Node4'), ('Node1', 'Node2'), ('Node1', 'Node4'), ('Node2', 'Node3')].",False,LLM Fail,9.79,,,205,2.05,,,null
62,Graph Coloring,"Color the nodes of the graph so that no adjacent nodes share the same color. Graph: [('Node1', 'Node2'), ('Node2', 'Node4'), ('Node3', 'Node4')].",False,LLM Fail,21.97,,,145,1.45,,,null
63,Graph Coloring,"Color the nodes of the graph so that no adjacent nodes share the same color. Graph: [('Node0', 'Node2'), ('Node1', 'Node4'), ('Node2', 'Node3')].",True,,7.38,15.0,8.0,145,24.45,"This optimization problem involves assigning one of three possible labels (0, 1, or 2) to each of five nodes, labeled Node0 through Node4. The goal is to find an assignment that satisfies the following conditions:

1. **Unique Label per Node:**  
   Each node must be assigned exactly one label. In other words, for each node, exactly one of the three corresponding variables (e.g., x_Node0_0, x_Node0_1, x_Node0_2 for Node0) is set to 1, and the others are 0.

2. **Label Conflict Restrictions Between Specific Node Pairs:**  
   Certain pairs of nodes are not allowed to share the same label simultaneously. Specifically:  
   - Node0 and Node2 cannot have the same label.  
   - Node1 and Node4 cannot have the same label.  
   - Node2 and Node3 cannot have the same label.

These restrictions are enforced by ensuring that for each pair, the product of their corresponding label variables is zero, meaning they cannot both be assigned the same label.

The objective function is to minimize zero, which effectively means the problem focuses solely on satisfying the constraints without optimizing any additional cost or benefit.

In summary, this is a labeling problem where each node must receive exactly one label from three options, and certain pairs of nodes are prohibited from sharing the same label. The solution seeks any assignment meeting all these constraints.",0.01184990125082291,"{""variables"": [""x_Node0_0"", ""x_Node0_1"", ""x_Node0_2"", ""x_Node1_0"", ""x_Node1_1"", ""x_Node1_2"", ""x_Node2_0"", ""x_Node2_1"", ""x_Node2_2"", ""x_Node3_0"", ""x_Node3_1"", ""x_Node3_2"", ""x_Node4_0"", ""x_Node4_1"", ""x_Node4_2""], ""constraints"": [{""type"": ""equality"", ""expression"": ""x_Node0_0 + x_Node0_1 + x_Node0_2 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Node1_0 + x_Node1_1 + x_Node1_2 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Node2_0 + x_Node2_1 + x_Node2_2 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Node3_0 + x_Node3_1 + x_Node3_2 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Node4_0 + x_Node4_1 + x_Node4_2 = 1"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""x_Node0_0 * x_Node2_0 + x_Node0_1 * x_Node2_1 + x_Node0_2 * x_Node2_2 = 0"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""x_Node1_0 * x_Node4_0 + x_Node1_1 * x_Node4_1 + x_Node1_2 * x_Node4_2 = 0"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""x_Node2_0 * x_Node3_0 + x_Node2_1 * x_Node3_1 + x_Node2_2 * x_Node3_2 = 0"", ""penalty"": 10}], ""objective"": ""minimize: 0""}"
64,Graph Coloring,"Color the nodes of the graph so that no adjacent nodes share the same color. Graph: [('Node2', 'Node3')].",True,,3.79,4.0,4.0,105,9.05,"This optimization problem involves assigning colors to two nodes, Node 2 and Node 3, using two possible colors: color 1 and color 2. The goal is to find a valid coloring assignment that satisfies the following conditions:

1. Each node must be assigned exactly one color. Specifically:
   - Node 2 must be assigned either color 1 or color 2, but not both.
   - Node 3 must be assigned either color 1 or color 2, but not both.

2. Nodes 2 and 3 cannot share the same color simultaneously. That is:
   - Both Node 2 and Node 3 cannot be assigned color 1 at the same time.
   - Both Node 2 and Node 3 cannot be assigned color 2 at the same time.

The objective is to minimize zero, meaning the focus is solely on satisfying these constraints without optimizing any additional cost or benefit. Penalties are applied if any of the constraints are violated, encouraging solutions that assign exactly one color per node and prevent adjacent nodes from sharing the same color.",0.011183597390493943,"{""variables"": [""x_Node2_color1"", ""x_Node2_color2"", ""x_Node3_color1"", ""x_Node3_color2""], ""constraints"": [{""type"": ""equality"", ""expression"": ""x_Node2_color1 + x_Node2_color2 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Node3_color1 + x_Node3_color2 = 1"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""x_Node2_color1 + x_Node3_color1 <= 1"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""x_Node2_color2 + x_Node3_color2 <= 1"", ""penalty"": 10}], ""objective"": ""minimize: 0""}"
65,Graph Coloring,"Color the nodes of the graph so that no adjacent nodes share the same color. Graph: [('Node0', 'Node3'), ('Node2', 'Node3')].",True,,5.12,8.0,8.0,125,17.25,"This optimization problem involves selecting exactly one option for each of four nodes, labeled Node0 through Node3. Each node has two possible choices, represented by binary variables:

- For Node0: choose either option 0 (x_Node0_0) or option 1 (x_Node0_1).
- For Node1: choose either option 0 (x_Node1_0) or option 1 (x_Node1_1).
- For Node2: choose either option 0 (x_Node2_0) or option 1 (x_Node2_1).
- For Node3: choose either option 0 (x_Node3_0) or option 1 (x_Node3_1).

The constraints are as follows:

1. For each node, exactly one of its two options must be selected. This means that for each node, the sum of its two variables equals 1.

2. Certain pairs of choices between Node0 and Node3, and between Node2 and Node3, cannot be selected simultaneously:
   - Node0 option 0 and Node3 option 0 cannot both be chosen.
   - Node0 option 1 and Node3 option 1 cannot both be chosen.
   - Node2 option 0 and Node3 option 0 cannot both be chosen.
   - Node2 option 1 and Node3 option 1 cannot both be chosen.

The goal is to find a selection of options for all nodes that satisfies these constraints. Since the objective function is zero, the problem focuses solely on finding a feasible assignment that meets all constraints without optimizing any particular cost.",0.010021474588403722,"{""variables"": [""x_Node0_0"", ""x_Node0_1"", ""x_Node1_0"", ""x_Node1_1"", ""x_Node2_0"", ""x_Node2_1"", ""x_Node3_0"", ""x_Node3_1""], ""constraints"": [{""type"": ""equality"", ""expression"": ""x_Node0_0 + x_Node0_1 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Node1_0 + x_Node1_1 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Node2_0 + x_Node2_1 = 1"", ""penalty"": 10}, {""type"": ""equality"", ""expression"": ""x_Node3_0 + x_Node3_1 = 1"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""x_Node0_0 * x_Node3_0 = 0"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""x_Node0_1 * x_Node3_1 = 0"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""x_Node2_0 * x_Node3_0 = 0"", ""penalty"": 10}, {""type"": ""inequality"", ""expression"": ""x_Node2_1 * x_Node3_1 = 0"", ""penalty"": 10}], ""objective"": ""minimize: 0""}"
66,Graph Coloring,"Color the nodes of the graph so that no adjacent nodes share the same color. Graph: [('Node0', 'Node1'), ('Node0', 'Node3'), ('Node2', 'Node3'), ('Node2', 'Node4')].",False,LLM Fail,10.37,,,165,1.6500000000000001,,,null
